contract_id,client_id,product_id,contract_number,start_date,end_date,contract_amount,interest_rate,status,monthly_payment,created_date
266,1308,7,CNT00000266,2024-07-21,2028-07-17,52111,1.08,CLOSED,46.9,2024-07-21
267,2476,4,CNT00000267,2022-09-27,2027-05-09,116974,6.5,CLOSED,633.61,2022-09-27
268,2256,12,CNT00000268,2025-10-29,2033-05-18,181826,12.68,PENDING,1921.29,2025-10-29
269,2611,7,CNT00000269,2022-08-06,2026-10-02,88215,1.8,SUSPENDED,132.32,2022-08-06
270,1531,8,CNT00000270,2023-05-18,2027-11-17,76609,1.61,CLOSED,102.78,2023-05-18
271,10,6,CNT00000271,2025-06-25,2028-10-16,85866,6.82,ACTIVE,488.01,2025-06-25
272,1563,12,CNT00000272,2024-07-29,2031-07-22,162790,14.44,ACTIVE,1958.91,2024-07-29
273,2139,6,CNT00000273,2024-02-07,2033-11-03,38377,10.4,ACTIVE,332.6,2024-02-07
274,515,11,CNT00000274,2025-10-29,2030-07-01,20765,9.28,CLOSED,160.58,2025-10-29
275,1318,12,CNT00000275,2021-10-16,2025-01-19,84411,6.63,SUSPENDED,466.37,2021-10-16
276,1115,7,CNT00000276,2023-11-08,2025-08-26,29473,4.09,ACTIVE,100.45,2023-11-08
277,492,8,CNT00000277,2024-09-11,2025-12-16,58624,1.49,PENDING,72.79,2024-09-11
278,1007,4,CNT00000278,2025-05-05,2026-08-17,121379,13.68,CLOSED,1383.72,2025-05-05
279,264,11,CNT00000279,2025-03-19,2030-06-24,3325,4.47,PENDING,12.39,2025-03-19
280,2454,5,CNT00000280,2023-04-16,2026-07-07,58905,12.71,ACTIVE,623.9,2023-04-16
281,1299,5,CNT00000281,2025-09-30,2027-10-15,50900,10.07,ACTIVE,427.14,2025-09-30
282,1982,2,CNT00000282,2024-11-01,2027-08-30,49684,2.1,PENDING,86.95,2024-11-01
283,2046,8,CNT00000283,2024-11-27,2029-07-20,80278,2.43,SUSPENDED,162.56,2024-11-27
284,2037,12,CNT00000284,2025-04-05,2030-11-30,55064,7.1,ACTIVE,325.8,2025-04-05
285,2541,5,CNT00000285,2024-08-16,2034-08-04,137883,8.6,SUSPENDED,988.16,2024-08-16
286,732,8,CNT00000286,2024-05-02,2027-09-05,15679,4.78,ACTIVE,62.45,2024-05-02
287,1787,7,CNT00000287,2025-06-20,2025-12-31,50811,4.21,PENDING,178.26,2025-06-20
288,782,11,CNT00000288,2024-07-13,2026-08-26,23344,3.6,SUSPENDED,70.03,2024-07-13
289,611,5,CNT00000289,2021-04-18,2023-01-10,118809,14.46,SUSPENDED,1431.65,2021-04-18
290,2287,10,CNT00000290,2025-04-18,2028-11-12,46054,0.84,PENDING,32.24,2025-04-18
291,741,4,CNT00000291,2021-05-30,2027-09-11,9154,14.51,SUSPENDED,110.69,2021-05-30
292,2201,7,CNT00000292,2023-08-09,2028-03-09,85850,4.59,ACTIVE,328.38,2023-08-09
293,311,3,CNT00000293,2025-02-10,2027-09-09,16418,1.77,ACTIVE,24.22,2025-02-10
294,456,2,CNT00000294,2023-10-04,2026-03-11,34088,1.56,PENDING,44.31,2023-10-04
295,2112,4,CNT00000295,2024-07-12,2034-01-28,15221,5.61,CLOSED,71.16,2024-07-12
296,2867,10,CNT00000296,2025-06-21,2034-10-07,43416,2.93,PENDING,106.01,2025-06-21
297,2968,1,CNT00000297,2024-12-26,2027-10-02,27575,1.72,CLOSED,39.52,2024-12-26
298,600,6,CNT00000298,2025-09-03,2034-12-29,180287,6.82,ACTIVE,1024.63,2025-09-03
299,1614,5,CNT00000299,2025-11-01,2035-08-27,47565,5.3,CLOSED,210.08,2025-11-01
300,2145,3,CNT00000300,2025-02-11,2029-07-18,26553,6.25,SUSPENDED,138.3,2025-02-11
301,663,2,CNT00000301,2023-06-20,2031-06-10,21141,0.28,ACTIVE,4.93,2023-06-20
302,1048,7,CNT00000302,2024-11-11,2027-03-20,4735,4.56,ACTIVE,17.99,2024-11-11
303,2833,11,CNT00000303,2025-03-29,2034-06-25,9559,9.14,ACTIVE,72.81,2025-03-29
304,1485,9,CNT00000304,2025-10-23,2029-04-29,50418,4.05,CLOSED,170.16,2025-10-23
305,2440,2,CNT00000305,2024-04-04,2027-01-11,6661,0.15,CLOSED,0.83,2024-04-04
306,2058,3,CNT00000306,2024-12-25,2027-01-06,27617,9.88,ACTIVE,227.38,2024-12-25
307,330,4,CNT00000307,2022-12-18,2029-04-18,126748,14.83,PENDING,1566.39,2022-12-18
308,2333,10,CNT00000308,2025-01-14,2027-07-18,39635,8.09,ACTIVE,267.21,2025-01-14
309,704,1,CNT00000309,2025-09-15,2030-03-13,31311,4.69,SUSPENDED,122.37,2025-09-15
310,1892,6,CNT00000310,2023-12-26,2026-06-03,89640,11.56,SUSPENDED,863.53,2023-12-26
311,1141,4,CNT00000311,2025-10-23,2033-09-09,180225,12.16,PENDING,1826.28,2025-10-23
312,1984,3,CNT00000312,2025-09-10,2032-03-20,49168,8.31,CLOSED,340.49,2025-09-10
313,134,1,CNT00000313,2024-05-28,2026-10-25,14472,5.15,CLOSED,62.11,2024-05-28
314,2725,10,CNT00000314,2025-05-20,2028-11-28,43301,0.82,ACTIVE,29.59,2025-05-20
315,2704,11,CNT00000315,2022-09-25,2031-10-10,26565,2.82,ACTIVE,62.43,2022-09-25
316,1979,10,CNT00000316,2024-12-31,2028-10-19,14925,2.51,SUSPENDED,31.22,2024-12-31
317,1372,9,CNT00000317,2025-09-21,2028-01-22,94121,4.9,SUSPENDED,384.33,2025-09-21
318,514,10,CNT00000318,2025-08-21,2035-02-27,8731,3.28,SUSPENDED,23.86,2025-08-21
319,1406,11,CNT00000319,2023-03-13,2031-08-11,9617,5.79,ACTIVE,46.4,2023-03-13
320,1586,10,CNT00000320,2023-08-06,2032-12-24,25333,6.32,CLOSED,133.42,2023-08-06
321,367,3,CNT00000321,2024-11-06,2027-11-22,1038,1.43,ACTIVE,1.24,2024-11-06
322,2186,6,CNT00000322,2023-10-12,2033-09-09,67345,6.62,SUSPENDED,371.52,2023-10-12
323,196,5,CNT00000323,2025-01-02,2026-02-18,154969,9.81,SUSPENDED,1266.87,2025-01-02
324,173,10,CNT00000324,2025-10-28,2028-12-05,41303,8.7,PENDING,299.45,2025-10-28
325,2496,4,CNT00000325,2022-12-09,2029-01-02,61318,9.53,SUSPENDED,486.97,2022-12-09
326,1265,1,CNT00000326,2025-10-26,2032-12-08,28926,1.18,SUSPENDED,28.44,2025-10-26
327,2762,2,CNT00000327,2022-07-02,2030-11-06,33817,9.24,SUSPENDED,260.39,2022-07-02
328,446,9,CNT00000328,2022-12-14,2024-06-27,34460,2.36,PENDING,67.77,2022-12-14
329,2542,5,CNT00000329,2025-02-28,2034-10-26,148891,9.56,ACTIVE,1186.16,2025-02-28
330,2246,2,CNT00000330,2024-08-06,2033-02-01,22537,7.63,SUSPENDED,143.3,2024-08-06
331,614,3,CNT00000331,2022-05-28,2024-02-10,24048,4.27,ACTIVE,85.57,2022-05-28
332,1160,1,CNT00000332,2025-04-02,2032-05-05,8372,0.95,PENDING,6.63,2025-04-02
333,1636,6,CNT00000333,2025-10-21,2028-01-19,36530,10.5,SUSPENDED,319.64,2025-10-21
334,1192,8,CNT00000334,2024-08-17,2025-10-29,46563,2.23,PENDING,86.53,2024-08-17
335,2243,10,CNT00000335,2024-09-28,2031-12-12,5537,9.66,CLOSED,44.57,2024-09-28
336,469,11,CNT00000336,2025-05-31,2030-11-14,33582,1.95,CLOSED,54.57,2025-05-31
337,1186,2,CNT00000337,2025-04-11,2034-12-23,1195,1.99,SUSPENDED,1.98,2025-04-11
338,1819,3,CNT00000338,2024-01-15,2030-12-06,39482,7.8,ACTIVE,256.63,2024-01-15
339,1270,12,CNT00000339,2021-09-14,2031-09-04,144763,8.63,CLOSED,1041.09,2021-09-14
340,2990,3,CNT00000340,2025-03-27,2034-01-05,34891,1.67,CLOSED,48.56,2025-03-27
341,1107,4,CNT00000341,2022-11-04,2024-12-18,183361,6.66,CLOSED,1017.65,2022-11-04
342,2321,5,CNT00000342,2023-12-09,2033-05-11,192717,6.52,PENDING,1047.1,2023-12-09
343,1215,5,CNT00000343,2025-03-06,2028-06-11,77986,5.49,PENDING,356.79,2025-03-06
344,885,2,CNT00000344,2024-05-28,2028-09-23,25644,9.01,PENDING,192.54,2024-05-28
345,1643,4,CNT00000345,2024-06-06,2030-10-09,127684,8.22,SUSPENDED,874.64,2024-06-06
346,1126,10,CNT00000346,2023-06-06,2024-06-06,5006,2.51,SUSPENDED,10.47,2023-06-06
347,266,5,CNT00000347,2024-12-07,2028-04-10,197272,11.13,ACTIVE,1829.7,2024-12-07
348,1521,4,CNT00000348,2024-05-23,2026-01-20,112577,6.4,PENDING,600.41,2024-05-23
349,2894,2,CNT00000349,2022-12-29,2025-10-15,15990,3.91,CLOSED,52.1,2022-12-29
350,56,5,CNT00000350,2025-08-28,2033-11-25,114840,8.91,CLOSED,852.69,2025-08-28
351,2441,6,CNT00000351,2025-09-24,2029-07-08,96857,5.71,SUSPENDED,460.88,2025-09-24
352,144,7,CNT00000352,2025-06-14,2026-09-24,53617,1.49,CLOSED,66.57,2025-06-14
353,2031,2,CNT00000353,2022-03-29,2025-07-19,29157,1.42,SUSPENDED,34.5,2022-03-29
354,731,11,CNT00000354,2025-01-15,2034-07-27,21561,0.11,ACTIVE,1.98,2025-01-15
355,1288,11,CNT00000355,2025-02-02,2031-12-05,20492,5.24,PENDING,89.48,2025-02-02
356,731,2,CNT00000356,2025-10-17,2029-05-25,43381,4.38,ACTIVE,158.34,2025-10-17
357,2119,8,CNT00000357,2022-12-08,2026-06-18,98374,3.44,CLOSED,282.01,2022-12-08
358,1462,4,CNT00000358,2024-05-14,2026-02-26,193745,8.41,SUSPENDED,1357.83,2024-05-14
359,1190,1,CNT00000359,2023-10-16,2025-03-31,25102,8.38,SUSPENDED,175.3,2023-10-16
360,831,6,CNT00000360,2022-11-16,2025-02-20,169337,9.67,CLOSED,1364.57,2022-11-16
361,1365,9,CNT00000361,2025-01-13,2029-07-04,91628,4.46,PENDING,340.55,2025-01-13
362,2416,5,CNT00000362,2025-10-21,2035-04-23,81311,7.25,ACTIVE,491.25,2025-10-21
363,989,1,CNT00000363,2023-01-24,2025-01-20,48056,6.03,SUSPENDED,241.48,2023-01-24
364,849,2,CNT00000364,2025-05-15,2029-01-27,43675,4.95,PENDING,180.16,2025-05-15
365,2520,8,CNT00000365,2024-07-03,2027-05-12,8425,3.55,SUSPENDED,24.92,2024-07-03
366,2255,11,CNT00000366,2025-11-01,2034-12-14,48101,2.76,SUSPENDED,110.63,2025-11-01
367,2729,11,CNT00000367,2022-07-02,2030-09-05,33380,3.29,SUSPENDED,91.52,2022-07-02
368,1403,11,CNT00000368,2025-07-26,2030-07-25,5545,0.13,PENDING,0.6,2025-07-26
369,1266,1,CNT00000369,2024-10-05,2028-06-25,38489,4.95,PENDING,158.77,2024-10-05
370,2158,1,CNT00000370,2025-04-19,2033-10-05,17516,1.04,PENDING,15.18,2025-04-19
371,2600,5,CNT00000371,2024-10-13,2032-01-26,164027,13.37,PENDING,1827.53,2024-10-13
372,806,8,CNT00000372,2023-03-03,2027-01-23,69022,4.48,PENDING,257.68,2023-03-03
373,2266,2,CNT00000373,2025-08-06,2027-01-25,39530,1.08,ACTIVE,35.58,2025-08-06
374,2310,3,CNT00000374,2025-06-14,2032-11-26,6320,1.17,CLOSED,6.16,2025-06-14
375,2554,5,CNT00000375,2024-02-12,2029-02-27,157075,11.73,PENDING,1535.41,2024-02-12
376,2840,8,CNT00000376,2021-12-20,2024-09-01,95147,3.98,SUSPENDED,315.57,2021-12-20
377,1927,10,CNT00000377,2025-06-17,2033-09-18,28951,8.52,ACTIVE,205.55,2025-06-17
378,1570,5,CNT00000378,2025-02-08,2030-07-30,169657,12.44,PENDING,1758.78,2025-02-08
379,81,11,CNT00000379,2024-08-11,2033-02-10,1780,2.16,CLOSED,3.2,2024-08-11
380,2334,11,CNT00000380,2023-08-01,2024-11-06,41421,9.46,ACTIVE,326.54,2023-08-01
381,1855,8,CNT00000381,2025-07-08,2027-08-25,55020,4.21,PENDING,193.03,2025-07-08
382,187,7,CNT00000382,2025-04-12,2027-03-12,48000,4.27,SUSPENDED,170.8,2025-04-12
383,1105,4,CNT00000383,2024-04-03,2029-03-16,70195,7.77,ACTIVE,454.51,2024-04-03
384,2342,2,CNT00000384,2024-07-07,2029-02-25,30128,6.99,SUSPENDED,175.5,2024-07-07
385,145,6,CNT00000385,2021-10-20,2031-06-03,47098,7.09,SUSPENDED,278.27,2021-10-20
386,1350,2,CNT00000386,2023-04-02,2032-07-21,26400,7.53,CLOSED,165.66,2023-04-02
387,555,6,CNT00000387,2025-10-10,2032-05-18,28296,8.34,CLOSED,196.66,2025-10-10
388,145,5,CNT00000388,2021-01-28,2025-08-16,85172,6.01,ACTIVE,426.57,2021-01-28
389,1619,2,CNT00000389,2025-09-30,2033-12-01,26711,3.13,PENDING,69.67,2025-09-30
390,2330,8,CNT00000390,2025-04-08,2029-05-06,25404,4.03,CLOSED,85.32,2025-04-08
391,2502,8,CNT00000391,2024-08-29,2026-08-21,93719,2.94,SUSPENDED,229.61,2024-08-29
392,850,1,CNT00000392,2025-02-15,2031-01-13,23788,7.55,CLOSED,149.67,2025-02-15
393,2213,11,CNT00000393,2025-09-08,2030-04-22,1143,1.11,SUSPENDED,1.06,2025-09-08
394,2466,7,CNT00000394,2025-04-16,2028-08-14,92780,3.57,SUSPENDED,276.02,2025-04-16
395,2290,6,CNT00000395,2025-10-22,2035-04-17,151779,10.38,PENDING,1312.89,2025-10-22
396,2323,8,CNT00000396,2024-11-11,2028-10-27,92178,1.3,ACTIVE,99.86,2024-11-11
397,1008,10,CNT00000397,2025-10-11,2027-10-16,46739,5.98,PENDING,232.92,2025-10-11
398,1105,2,CNT00000398,2024-04-05,2028-03-18,9652,7.16,SUSPENDED,57.59,2024-04-05
399,2371,12,CNT00000399,2025-10-13,2031-03-26,39873,14.21,ACTIVE,472.16,2025-10-13
400,2617,10,CNT00000400,2025-10-30,2035-01-31,19361,6.13,ACTIVE,98.9,2025-10-30
401,2765,8,CNT00000401,2024-12-11,2027-04-03,30468,2.77,ACTIVE,70.33,2024-12-11
402,1416,5,CNT00000402,2023-10-11,2027-07-14,148651,6.55,SUSPENDED,811.39,2023-10-11
403,2684,6,CNT00000403,2025-10-06,2027-01-21,134628,7.24,CLOSED,812.26,2025-10-06
404,432,5,CNT00000404,2024-07-28,2028-04-27,64200,9.4,CLOSED,502.9,2024-07-28
405,1,12,CNT00000405,2022-11-10,2025-06-27,8255,7.97,ACTIVE,54.83,2022-11-10
406,1144,12,CNT00000406,2025-05-27,2033-04-07,131687,13.38,PENDING,1468.31,2025-05-27
407,183,9,CNT00000407,2024-08-16,2028-03-27,73250,4.99,CLOSED,304.6,2024-08-16
408,457,7,CNT00000408,2025-04-25,2028-02-13,25386,4.39,PENDING,92.87,2025-04-25
409,1860,8,CNT00000409,2023-12-22,2027-12-25,76426,4.55,PENDING,289.78,2023-12-22
410,2487,3,CNT00000410,2024-03-17,2033-07-31,17237,7.07,SUSPENDED,101.55,2024-03-17
411,938,9,CNT00000411,2025-10-27,2030-10-26,35544,2.73,SUSPENDED,80.86,2025-10-27
412,2661,12,CNT00000412,2024-09-01,2028-04-19,88926,10.4,ACTIVE,770.69,2024-09-01
413,916,7,CNT00000413,2025-03-03,2029-07-19,18628,2.29,CLOSED,35.55,2025-03-03
414,15,11,CNT00000414,2025-10-05,2035-09-06,35376,5.79,ACTIVE,170.69,2025-10-05
415,2122,11,CNT00000415,2023-07-21,2033-05-06,33356,7.08,SUSPENDED,196.8,2023-07-21
416,1298,3,CNT00000416,2025-10-31,2028-01-03,39689,2.28,SUSPENDED,75.41,2025-10-31
417,2079,9,CNT00000417,2025-10-21,2030-04-27,93031,3.58,CLOSED,277.54,2025-10-21
418,1416,9,CNT00000418,2023-04-07,2026-05-13,36275,3.3,ACTIVE,99.76,2023-04-07
419,2746,1,CNT00000419,2025-08-02,2031-09-30,40654,4.38,PENDING,148.39,2025-08-02
420,1903,12,CNT00000420,2025-10-06,2027-06-27,49916,5.22,PENDING,217.13,2025-10-06
421,1754,6,CNT00000421,2025-09-26,2033-01-01,175466,5.58,SUSPENDED,815.92,2025-09-26
422,2648,6,CNT00000422,2025-11-01,2032-03-06,190154,6.48,SUSPENDED,1026.83,2025-11-01
423,1273,7,CNT00000423,2025-05-09,2026-03-18,95223,2.1,SUSPENDED,166.64,2025-05-09
424,2887,3,CNT00000424,2025-03-22,2034-05-19,1907,7.14,PENDING,11.35,2025-03-22
425,1478,11,CNT00000425,2023-08-12,2029-06-10,46251,7.64,CLOSED,294.46,2023-08-12
426,2569,2,CNT00000426,2024-06-17,2029-11-26,14203,6.62,SUSPENDED,78.35,2024-06-17
427,1397,4,CNT00000427,2023-12-18,2030-12-31,187768,11.75,SUSPENDED,1838.56,2023-12-18
428,572,8,CNT00000428,2024-04-30,2026-02-15,75692,4.19,PENDING,264.29,2024-04-30
429,131,1,CNT00000429,2024-06-13,2027-01-24,35464,9.8,SUSPENDED,289.62,2024-06-13
430,1790,2,CNT00000430,2025-01-30,2026-02-26,40050,0.53,SUSPENDED,17.69,2025-01-30
431,498,2,CNT00000431,2025-05-25,2032-12-25,7943,7.75,ACTIVE,51.3,2025-05-25
432,1499,2,CNT00000432,2025-10-26,2033-09-13,4269,5.3,CLOSED,18.85,2025-10-26
433,863,6,CNT00000433,2024-04-19,2033-07-06,56018,7.49,CLOSED,349.65,2024-04-19
434,1572,4,CNT00000434,2025-05-18,2028-05-29,12729,11.49,PENDING,121.88,2025-05-18
435,2111,5,CNT00000435,2022-11-01,2032-01-02,36326,8.32,ACTIVE,251.86,2022-11-01
436,173,4,CNT00000436,2025-10-27,2031-05-06,155471,12.01,PENDING,1556.01,2025-10-27
437,506,3,CNT00000437,2024-03-12,2029-10-06,25088,6.96,CLOSED,145.51,2024-03-12
438,1356,10,CNT00000438,2024-12-23,2029-10-29,12092,0.96,SUSPENDED,9.67,2024-12-23
439,384,6,CNT00000439,2024-12-20,2027-12-16,190404,9.3,SUSPENDED,1475.63,2024-12-20
440,166,8,CNT00000440,2024-10-10,2028-01-26,12892,1.74,PENDING,18.69,2024-10-10
441,349,8,CNT00000441,2024-05-25,2026-01-05,30706,2.4,ACTIVE,61.41,2024-05-25
442,2098,5,CNT00000442,2024-04-13,2029-02-02,123417,12.52,SUSPENDED,1287.65,2024-04-13
443,570,8,CNT00000443,2023-04-27,2023-12-04,80450,1.24,ACTIVE,83.13,2023-04-27
444,830,8,CNT00000444,2025-07-08,2029-11-02,49909,1.38,ACTIVE,57.4,2025-07-08
445,94,12,CNT00000445,2021-10-05,2028-09-10,8297,5.05,PENDING,34.92,2021-10-05
446,1983,3,CNT00000446,2025-10-07,2030-03-14,1912,8.0,SUSPENDED,12.75,2025-10-07
447,2597,11,CNT00000447,2024-05-30,2026-03-10,11397,1.88,PENDING,17.86,2024-05-30
448,1493,2,CNT00000448,2021-08-19,2024-09-01,35175,2.18,SUSPENDED,63.9,2021-08-19
449,122,7,CNT00000449,2025-10-17,2026-10-30,90545,4.65,SUSPENDED,350.86,2025-10-17
450,1889,10,CNT00000450,2025-05-21,2032-10-27,11695,8.91,CLOSED,86.84,2025-05-21
451,2575,7,CNT00000451,2025-10-07,2029-02-07,20510,4.26,PENDING,72.81,2025-10-07
452,1073,12,CNT00000452,2024-12-08,2026-04-11,168075,5.39,ACTIVE,754.94,2024-12-08
453,1338,9,CNT00000453,2023-05-25,2025-08-20,39198,1.43,CLOSED,46.71,2023-05-25
454,1196,5,CNT00000454,2025-09-26,2033-05-09,140918,6.67,ACTIVE,783.27,2025-09-26
455,988,9,CNT00000455,2025-06-18,2028-09-29,26317,3.41,SUSPENDED,74.78,2025-06-18
456,2712,6,CNT00000456,2022-04-16,2028-05-21,177618,10.48,PENDING,1551.2,2022-04-16
457,335,8,CNT00000457,2025-03-21,2030-02-08,59711,4.78,ACTIVE,237.85,2025-03-21
458,1378,8,CNT00000458,2024-10-20,2027-03-11,33272,2.46,CLOSED,68.21,2024-10-20
459,379,11,CNT00000459,2025-06-29,2031-12-30,12443,7.94,ACTIVE,82.33,2025-06-29
460,2933,11,CNT00000460,2025-06-20,2030-06-26,3941,9.17,PENDING,30.12,2025-06-20
461,376,9,CNT00000461,2025-01-07,2029-03-17,93751,4.02,ACTIVE,314.07,2025-01-07
462,2593,9,CNT00000462,2022-11-30,2026-04-27,12921,3.65,SUSPENDED,39.3,2022-11-30
463,612,3,CNT00000463,2023-07-06,2030-06-03,36996,5.75,PENDING,177.27,2023-07-06
464,854,6,CNT00000464,2025-01-10,2034-07-07,148230,11.43,SUSPENDED,1411.89,2025-01-10
465,2541,5,CNT00000465,2024-06-28,2029-01-30,40514,9.48,CLOSED,320.06,2024-06-28
466,638,3,CNT00000466,2024-06-03,2028-09-14,41147,4.26,PENDING,146.07,2024-06-03
467,2616,11,CNT00000467,2025-10-06,2030-12-28,5499,4.9,PENDING,22.45,2025-10-06
468,1319,6,CNT00000468,2025-09-06,2027-11-07,89283,10.61,PENDING,789.41,2025-09-06
469,472,6,CNT00000469,2025-10-08,2030-03-13,135446,14.92,SUSPENDED,1684.05,2025-10-08
470,2871,9,CNT00000470,2024-03-28,2029-01-19,90660,3.8,ACTIVE,287.09,2024-03-28
471,812,7,CNT00000471,2025-01-05,2026-07-24,12689,2.23,CLOSED,23.58,2025-01-05
472,1672,12,CNT00000472,2024-12-30,2033-03-08,87222,12.39,ACTIVE,900.57,2024-12-30
473,2598,11,CNT00000473,2023-08-11,2025-02-19,19953,3.85,SUSPENDED,64.02,2023-08-11
474,209,5,CNT00000474,2024-07-20,2031-07-31,18745,13.24,PENDING,206.82,2024-07-20
475,2819,1,CNT00000475,2023-03-06,2032-06-16,33416,5.24,CLOSED,145.92,2023-03-06
476,1671,3,CNT00000476,2025-03-29,2031-12-11,24402,6.81,ACTIVE,138.48,2025-03-29
477,1554,2,CNT00000477,2024-06-27,2027-11-22,6565,4.57,CLOSED,25.0,2024-06-27
478,1538,11,CNT00000478,2025-08-02,2029-01-25,46788,3.2,CLOSED,124.77,2025-08-02
479,1977,8,CNT00000479,2023-12-09,2027-03-17,28097,3.28,ACTIVE,76.8,2023-12-09
480,2576,6,CNT00000480,2024-12-21,2026-06-24,105004,7.06,ACTIVE,617.77,2024-12-21
481,1075,5,CNT00000481,2025-06-02,2029-09-03,6242,14.04,SUSPENDED,73.03,2025-06-02
482,1430,2,CNT00000482,2025-08-01,2028-07-26,25653,8.27,SUSPENDED,176.79,2025-08-01
483,2979,6,CNT00000483,2025-10-08,2031-04-11,16732,6.56,CLOSED,91.47,2025-10-08
484,316,5,CNT00000484,2024-08-04,2032-07-24,180251,7.58,PENDING,1138.59,2024-08-04
485,2512,3,CNT00000485,2024-12-07,2033-07-24,37490,7.1,SUSPENDED,221.82,2024-12-07
486,2554,7,CNT00000486,2024-01-03,2025-08-24,86634,3.95,SUSPENDED,285.17,2024-01-03
487,871,9,CNT00000487,2023-11-07,2026-08-21,91476,1.04,PENDING,79.28,2023-11-07
488,385,8,CNT00000488,2024-02-21,2026-09-30,37449,4.37,CLOSED,136.38,2024-02-21
489,1261,1,CNT00000489,2024-09-06,2034-06-02,32095,2.53,ACTIVE,67.67,2024-09-06
490,1148,3,CNT00000490,2024-12-24,2033-01-02,45485,3.95,PENDING,149.72,2024-12-24
491,1856,9,CNT00000491,2025-10-22,2027-01-08,87895,3.76,ACTIVE,275.4,2025-10-22
492,1794,7,CNT00000492,2025-10-04,2029-10-28,15992,1.46,PENDING,19.46,2025-10-04
493,1149,4,CNT00000493,2024-08-17,2026-05-16,53066,10.37,CLOSED,458.58,2024-08-17
494,181,7,CNT00000494,2023-04-28,2027-12-18,34619,4.82,PENDING,139.05,2023-04-28
495,253,11,CNT00000495,2025-10-05,2029-12-14,35244,2.86,SUSPENDED,84.0,2025-10-05
496,2963,2,CNT00000496,2023-09-01,2025-11-18,49972,1.19,CLOSED,49.56,2023-09-01
497,2976,3,CNT00000497,2025-04-10,2027-03-30,36456,8.46,CLOSED,257.01,2025-04-10
498,2689,9,CNT00000498,2021-04-03,2022-06-17,68924,4.98,PENDING,286.03,2021-04-03
499,2476,8,CNT00000499,2023-07-03,2026-09-05,15331,1.45,ACTIVE,18.52,2023-07-03
500,1326,2,CNT00000500,2024-04-30,2029-09-05,12189,0.84,ACTIVE,8.53,2024-04-30
501,936,4,CNT00000501,2025-06-20,2029-03-06,119281,11.15,PENDING,1108.32,2025-06-20
502,2545,11,CNT00000502,2025-07-08,2034-10-18,9455,4.42,ACTIVE,34.83,2025-07-08
503,1554,1,CNT00000503,2022-07-13,2030-12-18,33105,7.67,CLOSED,211.6,2022-07-13
504,463,10,CNT00000504,2025-05-22,2035-01-02,13890,7.25,ACTIVE,83.92,2025-05-22
505,619,12,CNT00000505,2024-07-14,2031-11-29,8725,14.49,SUSPENDED,105.35,2024-07-14
506,1544,1,CNT00000506,2025-08-01,2029-05-24,11603,3.5,CLOSED,33.84,2025-08-01
507,1752,2,CNT00000507,2024-12-11,2033-03-02,3798,3.91,CLOSED,12.38,2024-12-11
508,1906,10,CNT00000508,2025-10-29,2030-02-05,33234,0.64,CLOSED,17.72,2025-10-29
509,2320,3,CNT00000509,2025-06-29,2033-07-11,12836,3.36,PENDING,35.94,2025-06-29
510,1545,7,CNT00000510,2022-08-04,2023-03-23,58741,1.28,CLOSED,62.66,2022-08-04
511,2426,11,CNT00000511,2023-12-29,2031-09-27,34739,2.88,CLOSED,83.37,2023-12-29
512,893,4,CNT00000512,2024-10-08,2027-05-18,148425,14.64,ACTIVE,1810.78,2024-10-08
513,2894,7,CNT00000513,2023-05-14,2024-06-25,90753,1.26,ACTIVE,95.29,2023-05-14
514,621,6,CNT00000514,2025-05-31,2033-05-07,193870,6.7,SUSPENDED,1082.44,2025-05-31
515,2423,12,CNT00000515,2024-02-18,2029-04-14,15074,6.43,ACTIVE,80.77,2024-02-18
516,2298,10,CNT00000516,2024-04-13,2032-12-14,15413,0.06,ACTIVE,0.77,2024-04-13
517,2286,12,CNT00000517,2024-12-30,2032-04-21,20313,13.14,ACTIVE,222.43,2024-12-30
518,1557,12,CNT00000518,2024-06-06,2027-12-12,169701,5.35,ACTIVE,756.58,2024-06-06
519,1909,1,CNT00000519,2024-01-05,2025-03-26,42623,8.24,PENDING,292.68,2024-01-05
520,467,9,CNT00000520,2025-08-25,2029-05-06,85513,2.54,PENDING,181.0,2025-08-25
521,2088,6,CNT00000521,2025-07-17,2031-08-01,67303,11.83,SUSPENDED,663.5,2025-07-17
522,2204,11,CNT00000522,2021-07-20,2026-06-02,41826,4.55,CLOSED,158.59,2021-07-20
523,1827,8,CNT00000523,2024-05-01,2027-05-16,71314,4.52,CLOSED,268.62,2024-05-01
524,1399,5,CNT00000524,2025-08-22,2028-04-04,80199,11.37,CLOSED,759.89,2025-08-22
525,2485,1,CNT00000525,2024-02-18,2029-06-27,16956,8.82,SUSPENDED,124.63,2024-02-18
526,2652,12,CNT00000526,2025-04-17,2034-08-04,10488,9.32,SUSPENDED,81.46,2025-04-17
527,805,11,CNT00000527,2025-04-24,2027-12-04,2888,4.6,CLOSED,11.07,2025-04-24
528,461,5,CNT00000528,2023-09-09,2029-03-13,37774,13.4,SUSPENDED,421.81,2023-09-09
529,580,8,CNT00000529,2025-02-26,2026-10-25,54188,2.68,PENDING,121.02,2025-02-26
530,2483,1,CNT00000530,2023-01-01,2029-03-01,48167,4.52,PENDING,181.43,2023-01-01
531,1976,10,CNT00000531,2023-11-12,2030-01-22,23926,3.38,PENDING,67.39,2023-11-12
