application_id,client_id,application_date,requested_amount,approved_amount,purpose,status,decision_date,interest_rate_proposed,reason_for_rejection,officer_id
1199,1156,2024-08-28,3910,17868,BUSINESS,APPROVED,2024-09-07,18.55,,26
1200,2009,2022-11-15,48431,11131,HOME,PENDING,2022-11-16,22.51,,86
1201,502,2025-09-07,23077,43262,BUSINESS,CANCELLED,2025-09-21,23.6,,1
1202,2739,2024-08-06,1241,16891,EDUCATION,APPROVED,2024-08-11,12.88,,100
1203,2072,2023-11-13,3730,32545,EDUCATION,PENDING,2023-11-19,19.24,,44
1204,2744,2025-10-18,16461,0,CAR,REJECTED,2025-10-23,21.03,Cover various message everything establish visit subject.,22
1205,2951,2025-07-03,2238,21438,PERSONAL,PENDING,2025-07-14,8.98,,56
1206,229,2025-09-16,43055,47385,MEDICAL,REJECTED,2025-10-03,12.85,,71
1207,1491,2024-06-15,1688,0,HOME,PENDING,2024-07-11,22.47,Race that effect tree.,24
1208,1237,2025-09-07,23094,27193,CAR,PENDING,2025-10-04,20.21,,24
1209,2654,2025-09-29,49880,0,MEDICAL,PENDING,2025-10-16,24.14,,14
1210,1873,2025-03-16,3996,5037,CAR,CANCELLED,2025-03-20,6.65,,94
1211,890,2025-08-08,14555,0,MEDICAL,APPROVED,2025-09-01,22.74,Drug begin great investment.,65
1212,1328,2022-07-23,4963,0,CAR,PENDING,2022-08-05,17.05,,44
1213,2430,2024-04-29,19303,31849,PERSONAL,REJECTED,2024-05-05,21.0,,72
1214,2206,2025-01-29,9232,0,EDUCATION,PENDING,2025-02-04,20.46,,52
1215,1078,2024-02-22,26799,0,BUSINESS,CANCELLED,2024-03-16,14.2,Half notice fear figure yard.,63
1216,854,2025-10-09,19129,45700,CAR,REJECTED,2025-10-31,22.94,,43
1217,1249,2025-11-01,12095,0,PERSONAL,PENDING,2025-11-21,24.77,Sure establish bad international peace instead.,22
1218,2950,2024-10-20,19488,11136,MEDICAL,REJECTED,2024-10-24,9.3,,16
1219,342,2025-08-24,19227,36659,BUSINESS,APPROVED,2025-09-19,23.49,,40
1220,1222,2024-02-21,15902,21932,HOME,REJECTED,2024-03-15,14.04,Dream they might challenge whom report.,61
1221,2389,2022-12-24,47721,20872,MEDICAL,REJECTED,2023-01-09,7.59,,15
1222,645,2025-06-02,34137,16362,HOME,PENDING,2025-06-14,15.09,Best color whether bed.,40
1223,196,2023-12-15,16604,32926,HOME,APPROVED,2024-01-06,18.34,Customer national lay certainly contain build.,53
1224,454,2024-07-17,3943,13531,PERSONAL,REJECTED,2024-07-23,9.94,However with use best no.,60
1225,2763,2024-12-14,35309,18418,EDUCATION,PENDING,2024-12-16,18.8,,15
1226,139,2025-10-26,11833,43218,HOME,APPROVED,2025-11-21,21.69,Low clear free although together leader.,72
1227,972,2023-09-24,37661,39819,MEDICAL,CANCELLED,2023-10-05,11.76,,43
1228,2744,2025-09-28,5673,0,CAR,PENDING,2025-10-22,11.59,By we focus prepare soldier month.,77
1229,919,2024-11-23,5794,0,HOME,PENDING,2024-12-21,15.82,Republican Democrat within call although.,55
1230,835,2025-06-18,41745,0,EDUCATION,APPROVED,2025-07-10,22.51,Financial by return partner.,89
1231,443,2025-09-27,31308,10486,HOME,PENDING,2025-10-13,20.61,,1
1232,962,2025-05-07,9116,37346,EDUCATION,CANCELLED,2025-05-30,7.32,Painting late act hour glass.,90
1233,334,2025-09-15,39045,39237,HOME,CANCELLED,2025-10-11,23.12,,16
1234,2536,2024-01-04,13779,46838,CAR,PENDING,2024-01-27,18.09,,32
1235,2185,2023-11-25,11869,28698,MEDICAL,PENDING,2023-12-13,14.78,,23
1236,2019,2022-03-03,34856,0,HOME,APPROVED,2022-03-07,22.12,,83
1237,2375,2023-06-06,4700,27551,PERSONAL,APPROVED,2023-06-10,18.74,,77
1238,1576,2025-06-06,25119,0,CAR,APPROVED,2025-06-19,6.13,,96
1239,210,2025-02-10,5725,5015,HOME,CANCELLED,2025-03-12,5.85,,86
1240,41,2024-10-09,10773,36793,EDUCATION,APPROVED,2024-11-08,9.87,,12
1241,1494,2025-01-17,13627,0,EDUCATION,REJECTED,2025-01-24,16.99,,67
1242,1395,2024-08-29,10928,9850,BUSINESS,APPROVED,2024-09-25,15.26,,30
1243,2163,2023-12-05,24324,6748,MEDICAL,REJECTED,2023-12-15,15.25,,21
1244,2818,2024-07-31,48020,11686,MEDICAL,APPROVED,2024-08-12,18.51,,74
1245,2200,2024-10-30,11316,25441,MEDICAL,PENDING,2024-11-27,20.56,,39
1246,1703,2021-08-26,5419,38725,HOME,APPROVED,2021-09-08,10.55,,85
1247,2037,2025-07-10,12787,29483,HOME,CANCELLED,2025-07-14,11.61,Describe among charge mention child describe.,95
1248,2579,2025-10-15,9117,0,BUSINESS,APPROVED,2025-11-01,16.5,Race ability discuss second source Congress.,10
1249,429,2025-10-30,27339,0,PERSONAL,APPROVED,2025-11-16,21.49,Offer beyond company expect theory off compare.,89
1250,1831,2024-07-10,17846,7884,MEDICAL,APPROVED,2024-08-04,20.77,,4
1251,756,2025-10-03,35467,17785,HOME,REJECTED,2025-10-11,13.91,,70
1252,2265,2024-12-15,41032,14794,MEDICAL,PENDING,2025-01-03,15.19,,37
1253,1329,2024-11-26,3430,0,CAR,PENDING,2024-12-04,14.98,Member including serve result.,62
1254,2771,2025-09-26,5837,2462,EDUCATION,REJECTED,2025-10-23,23.42,Reason according often respond benefit you mean.,25
1255,714,2025-10-21,10633,44251,HOME,CANCELLED,2025-10-24,9.29,Last develop difference.,47
1256,476,2024-08-16,8454,15123,BUSINESS,CANCELLED,2024-09-15,15.53,Paper range the always bank.,39
1257,1236,2023-02-13,15044,49416,EDUCATION,REJECTED,2023-02-19,8.82,Marriage opportunity provide reduce bed.,29
1258,1539,2024-08-04,23353,0,BUSINESS,APPROVED,2024-09-01,18.33,,67
1259,1806,2023-09-14,42559,7704,MEDICAL,APPROVED,2023-09-28,24.13,,36
1260,868,2025-04-10,6903,0,EDUCATION,PENDING,2025-05-06,24.3,,5
1261,639,2025-04-03,16264,0,MEDICAL,APPROVED,2025-04-25,24.12,,70
1262,1536,2025-02-22,17308,0,BUSINESS,CANCELLED,2025-02-25,21.54,Style instead subject old.,20
1263,2347,2023-09-09,9935,43017,HOME,PENDING,2023-09-29,19.08,,38
1264,1222,2025-03-24,4311,33142,PERSONAL,CANCELLED,2025-04-13,15.9,,67
1265,2104,2023-12-10,48072,13247,EDUCATION,PENDING,2024-01-04,6.76,,84
1266,2534,2024-09-12,39122,10330,PERSONAL,REJECTED,2024-09-22,11.83,,33
1267,364,2021-06-30,24686,22417,EDUCATION,APPROVED,2021-07-05,23.08,,16
1268,278,2021-06-11,42720,9896,EDUCATION,CANCELLED,2021-06-19,22.56,,14
1269,662,2025-10-10,36793,18940,BUSINESS,PENDING,2025-10-21,6.0,,46
1270,1149,2021-10-03,37410,41946,BUSINESS,REJECTED,2021-10-19,16.39,,20
1271,2334,2025-10-13,30245,33050,PERSONAL,REJECTED,2025-10-15,19.7,,63
1272,129,2024-03-26,2850,14009,EDUCATION,CANCELLED,2024-04-04,22.17,Seven capital their Congress up party.,40
1273,2892,2025-09-08,27066,30798,PERSONAL,APPROVED,2025-09-17,19.59,,37
1274,643,2025-03-25,4014,29209,EDUCATION,APPROVED,2025-04-01,24.83,,79
1275,1774,2024-04-01,38935,0,HOME,REJECTED,2024-04-06,7.92,,3
1276,238,2025-04-11,36121,41099,PERSONAL,REJECTED,2025-04-15,12.22,,42
1277,600,2023-04-29,47594,39532,CAR,APPROVED,2023-05-28,11.08,,47
1278,768,2025-02-19,11412,43032,HOME,CANCELLED,2025-02-23,13.22,Since back need support.,56
1279,42,2023-04-05,42943,0,CAR,CANCELLED,2023-05-01,20.71,,65
1280,1402,2024-01-07,11010,0,CAR,CANCELLED,2024-01-08,20.4,Food meeting sign fish environmental.,60
1281,855,2025-05-14,39425,0,HOME,APPROVED,2025-05-17,16.1,Girl pick too represent.,45
1282,2873,2025-08-31,45227,35075,CAR,PENDING,2025-09-26,9.03,,35
1283,2834,2025-04-03,39620,11469,BUSINESS,PENDING,2025-04-10,11.07,,87
1284,290,2023-05-06,33559,47112,HOME,REJECTED,2023-06-04,23.83,,98
1285,782,2025-04-25,1533,34398,HOME,CANCELLED,2025-05-25,19.65,,53
1286,2216,2023-07-17,2101,22676,MEDICAL,REJECTED,2023-08-08,18.96,,84
1287,2855,2025-07-21,37838,31976,CAR,REJECTED,2025-07-22,17.75,,27
1288,2158,2025-09-20,18558,12773,CAR,CANCELLED,2025-10-07,17.78,,96
1289,523,2024-12-20,37371,25313,CAR,APPROVED,2025-01-17,13.47,Leader oil such theory meeting stay despite.,64
1290,1158,2023-05-13,21096,41142,HOME,CANCELLED,2023-05-30,9.32,,92
1291,1250,2024-02-02,28596,0,PERSONAL,APPROVED,2024-03-02,16.88,,43
1292,2254,2024-04-14,46970,23586,MEDICAL,CANCELLED,2024-05-04,9.51,,22
1293,400,2023-05-02,42712,22952,CAR,CANCELLED,2023-05-03,22.46,,29
1294,1857,2024-06-08,43564,36149,HOME,REJECTED,2024-06-14,21.02,,1
1295,2708,2025-01-12,36406,14832,PERSONAL,CANCELLED,2025-01-16,13.82,Real high then his be.,11
1296,428,2025-08-27,30880,18271,EDUCATION,REJECTED,2025-09-06,13.03,,98
1297,1083,2025-06-20,9027,5670,HOME,REJECTED,2025-06-22,20.6,Growth born follow course fire.,20
1298,2518,2024-04-01,11505,0,CAR,REJECTED,2024-04-03,5.29,Plant reflect different chair gas protect stock.,15
1299,1636,2025-09-10,14637,34754,EDUCATION,PENDING,2025-09-28,15.12,,43
1300,2102,2025-10-30,7902,0,EDUCATION,APPROVED,2025-11-05,14.96,,92
1301,1974,2025-10-16,3123,19194,PERSONAL,CANCELLED,2025-11-04,7.0,,91
1302,2593,2021-03-09,28557,23342,EDUCATION,PENDING,2021-03-13,16.11,,45
1303,1444,2024-07-28,1584,5074,HOME,PENDING,2024-08-13,21.97,,15
1304,467,2025-09-22,31477,0,CAR,PENDING,2025-10-15,11.77,,59
1305,1269,2025-06-20,41922,586,EDUCATION,REJECTED,2025-06-24,22.8,,95
1306,2034,2024-03-28,38397,19881,BUSINESS,REJECTED,2024-03-29,10.74,,62
1307,83,2024-09-07,42475,0,MEDICAL,APPROVED,2024-09-10,19.99,Create room manage quickly avoid hold court.,30
1308,1388,2021-02-28,37351,37155,BUSINESS,PENDING,2021-03-21,18.38,,82
1309,2892,2025-02-05,26430,0,CAR,REJECTED,2025-03-06,5.2,,79
1310,1048,2024-07-11,44928,18026,MEDICAL,CANCELLED,2024-07-25,5.36,Stay smile rate class picture citizen executive according.,57
1311,1193,2025-05-22,1051,0,MEDICAL,PENDING,2025-06-12,12.36,Work thousand bit seek bring he party little.,30
1312,2463,2021-08-19,30356,8182,EDUCATION,REJECTED,2021-08-30,11.67,,28
1313,935,2024-10-18,40012,6363,CAR,REJECTED,2024-10-27,12.47,,89
1314,376,2024-10-25,37457,0,MEDICAL,APPROVED,2024-11-14,5.9,,95
1315,386,2025-10-13,39950,24886,CAR,APPROVED,2025-10-15,16.74,Mind line throw support.,45
1316,27,2025-07-22,4243,0,MEDICAL,APPROVED,2025-08-15,21.27,,85
1317,267,2023-12-22,27696,18141,PERSONAL,APPROVED,2024-01-13,20.12,,91
1318,578,2025-01-12,1056,45819,MEDICAL,CANCELLED,2025-01-28,14.72,,79
1319,2476,2024-04-08,47560,25739,HOME,PENDING,2024-04-30,18.11,,37
1320,300,2025-07-15,8083,45290,BUSINESS,APPROVED,2025-07-18,16.51,Activity information test best.,30
1321,1909,2024-05-25,17552,11334,BUSINESS,REJECTED,2024-06-10,13.91,,63
1322,2548,2025-10-23,17095,0,MEDICAL,CANCELLED,2025-11-10,5.04,,44
1323,2214,2025-07-23,1531,49872,EDUCATION,PENDING,2025-08-07,17.42,,11
1324,1703,2021-04-16,34503,24876,PERSONAL,PENDING,2021-05-11,9.31,,45
1325,400,2025-09-20,3536,49531,BUSINESS,PENDING,2025-09-24,16.02,,46
1326,401,2025-09-28,3356,18840,EDUCATION,REJECTED,2025-10-19,20.26,,97
1327,2052,2025-06-09,25594,164,EDUCATION,REJECTED,2025-07-06,8.04,,53
1328,1659,2025-10-18,27055,48614,PERSONAL,CANCELLED,2025-10-19,15.69,,92
1329,1455,2025-03-28,47704,45749,PERSONAL,PENDING,2025-04-18,18.44,,43
1330,723,2023-12-03,48067,36793,CAR,APPROVED,2023-12-04,12.99,,9
1331,2594,2024-01-25,34758,0,CAR,CANCELLED,2024-02-14,6.62,,14
1332,1490,2025-06-08,10041,7667,EDUCATION,APPROVED,2025-06-10,19.37,,73
1333,772,2025-05-09,19070,0,PERSONAL,CANCELLED,2025-05-24,17.13,,69
1334,1701,2025-07-07,6256,39541,BUSINESS,CANCELLED,2025-07-15,15.76,,54
1335,1368,2024-10-28,15324,0,CAR,APPROVED,2024-11-15,12.4,,95
1336,914,2024-05-26,29629,0,CAR,CANCELLED,2024-06-03,14.71,,16
1337,2253,2024-06-10,31922,0,BUSINESS,PENDING,2024-06-15,24.02,,16
1338,2225,2023-05-19,13358,0,HOME,CANCELLED,2023-06-02,12.67,,42
1339,246,2025-08-29,1323,41640,EDUCATION,PENDING,2025-09-03,19.28,,20
1340,678,2023-05-22,42847,11285,HOME,REJECTED,2023-06-11,5.33,,78
1341,374,2025-06-19,43574,25098,PERSONAL,APPROVED,2025-07-10,20.13,,25
1342,2877,2025-08-02,20386,0,MEDICAL,CANCELLED,2025-08-22,24.72,,77
1343,2200,2025-09-06,4973,41157,BUSINESS,PENDING,2025-09-30,22.9,,66
1344,1762,2023-11-13,23988,5753,HOME,CANCELLED,2023-11-19,10.49,,88
1345,2724,2025-02-01,30200,32523,HOME,PENDING,2025-02-28,10.96,,90
1346,1037,2025-10-29,38849,22995,HOME,CANCELLED,2025-11-17,16.25,,26
1347,667,2023-06-09,25332,0,HOME,CANCELLED,2023-06-13,6.18,,98
1348,1331,2025-07-14,31214,41310,CAR,REJECTED,2025-08-11,7.91,,87
1349,192,2021-09-26,31893,0,PERSONAL,PENDING,2021-10-02,10.73,,36
1350,1419,2025-09-26,10849,44645,MEDICAL,APPROVED,2025-09-27,13.61,,11
1351,1648,2022-10-26,28611,2843,BUSINESS,CANCELLED,2022-11-13,15.97,,97
1352,919,2024-09-13,25804,49419,CAR,CANCELLED,2024-09-30,21.31,,43
1353,2701,2025-10-26,3207,0,BUSINESS,CANCELLED,2025-10-27,14.55,,91
1354,2392,2025-08-05,24325,30631,MEDICAL,REJECTED,2025-08-30,8.58,,31
1355,1690,2025-04-30,7250,10508,PERSONAL,APPROVED,2025-05-06,12.12,,86
1356,20,2025-03-10,45096,30335,CAR,CANCELLED,2025-03-18,15.3,Huge follow force later top.,82
1357,1499,2025-10-31,42264,0,BUSINESS,APPROVED,2025-11-02,10.19,,53
1358,2659,2025-08-27,30388,30422,EDUCATION,CANCELLED,2025-09-13,6.56,,6
1359,753,2024-08-06,29632,3685,PERSONAL,CANCELLED,2024-08-16,9.34,Safe education compare military future explain.,91
1360,1191,2022-09-08,15863,41598,HOME,CANCELLED,2022-10-01,23.84,,98
1361,938,2025-10-27,37049,0,PERSONAL,PENDING,2025-11-10,24.78,,17
1362,2377,2025-09-09,1508,24553,MEDICAL,APPROVED,2025-09-25,24.68,,51
1363,2958,2022-12-09,43652,0,BUSINESS,REJECTED,2022-12-13,21.85,Fact night mother standard for third.,15
1364,2654,2025-10-03,36699,14520,EDUCATION,CANCELLED,2025-10-05,20.88,Future skin view right.,96
1365,1434,2024-10-01,38410,13739,EDUCATION,REJECTED,2024-10-28,13.26,Explain everyone contain when base.,99
1366,38,2025-11-01,32211,17995,PERSONAL,APPROVED,2025-11-26,14.1,,60
1367,856,2025-05-12,22152,6823,HOME,REJECTED,2025-05-18,5.26,,44
1368,1751,2024-10-01,5291,0,BUSINESS,APPROVED,2024-10-28,22.78,,89
1369,2568,2022-04-29,25677,28492,BUSINESS,APPROVED,2022-05-03,21.57,,63
1370,62,2024-12-11,19505,0,HOME,PENDING,2024-12-17,13.07,,45
1371,1980,2024-04-23,4194,13595,HOME,APPROVED,2024-05-17,10.03,,42
1372,209,2025-02-04,28941,37067,CAR,REJECTED,2025-02-21,20.96,,73
1373,944,2024-06-19,31515,45533,MEDICAL,PENDING,2024-07-03,14.1,Tend late good draw.,67
1374,2469,2025-01-29,46121,0,EDUCATION,APPROVED,2025-02-25,12.78,,87
1375,2575,2025-05-15,6274,45171,CAR,APPROVED,2025-06-05,16.42,Test shoulder trial.,37
1376,398,2025-09-05,48591,0,EDUCATION,APPROVED,2025-09-16,17.35,,32
1377,378,2022-06-13,48566,23785,CAR,CANCELLED,2022-07-09,10.36,,85
1378,150,2025-06-05,19946,17758,EDUCATION,APPROVED,2025-06-29,17.26,Space quickly my seat weight station likely.,20
1379,393,2024-12-26,16461,0,HOME,REJECTED,2025-01-18,18.62,,32
1380,945,2024-03-03,24753,30683,BUSINESS,APPROVED,2024-03-17,10.47,,65
1381,1383,2025-07-07,21693,11921,CAR,APPROVED,2025-07-31,7.35,,26
1382,2779,2024-03-11,17816,45884,EDUCATION,CANCELLED,2024-04-06,15.51,,64
1383,2578,2024-10-06,35122,0,CAR,REJECTED,2024-11-03,10.78,,93
1384,979,2025-09-29,5857,8479,PERSONAL,APPROVED,2025-10-14,5.11,,85
1385,838,2025-10-09,34387,0,BUSINESS,REJECTED,2025-10-18,24.44,Fall key degree there conference he technology.,96
1386,1799,2024-08-23,16083,0,BUSINESS,PENDING,2024-09-22,7.39,,48
1387,374,2025-02-21,31658,24780,EDUCATION,PENDING,2025-03-01,8.98,Happen avoid free evidence far thank majority.,7
1388,1864,2022-09-23,44430,6019,CAR,REJECTED,2022-10-05,20.06,,8
1389,597,2022-04-10,11840,0,EDUCATION,CANCELLED,2022-04-20,13.05,Owner travel which land success act of.,75
1390,1506,2025-02-19,38164,0,CAR,REJECTED,2025-03-06,23.54,,67
1391,638,2025-08-23,46889,0,MEDICAL,CANCELLED,2025-09-06,11.55,Seven provide blue watch over new join.,26
1392,682,2023-12-09,25672,33642,PERSONAL,APPROVED,2023-12-29,13.36,,64
1393,2778,2024-12-01,8645,2089,BUSINESS,PENDING,2024-12-02,22.42,,74
1394,646,2025-09-20,4284,6013,CAR,CANCELLED,2025-09-28,23.13,Affect drop certain appear however conference play threat.,76
1395,149,2023-09-25,20058,23816,EDUCATION,REJECTED,2023-10-01,11.52,,31
1396,935,2024-09-21,31024,36673,BUSINESS,REJECTED,2024-10-10,20.46,Compare American behind piece candidate may network.,38
1397,1557,2025-03-21,41013,30151,BUSINESS,APPROVED,2025-04-20,16.21,,94
1398,451,2024-03-19,27524,44234,MEDICAL,PENDING,2024-03-20,22.75,May spend western south herself.,71
1399,48,2022-08-09,48920,0,MEDICAL,PENDING,2022-08-31,12.95,Serve training head.,89
1400,1558,2022-06-19,10973,33932,EDUCATION,PENDING,2022-07-09,13.55,,100
1401,404,2025-09-12,18054,14664,PERSONAL,PENDING,2025-09-30,12.91,,86
1402,1213,2023-12-26,47479,30801,CAR,REJECTED,2024-01-05,8.83,,94
1403,2991,2024-10-24,2067,40588,CAR,APPROVED,2024-11-20,22.39,,36
1404,746,2025-06-21,3843,47053,EDUCATION,PENDING,2025-07-12,15.54,,34
1405,121,2025-03-13,22714,49657,BUSINESS,PENDING,2025-04-03,22.62,,39
1406,1520,2025-09-08,37139,34487,HOME,APPROVED,2025-09-11,20.5,,7
1407,1373,2025-04-14,10917,0,MEDICAL,CANCELLED,2025-04-30,10.28,,10
1408,2097,2024-07-19,6689,0,MEDICAL,PENDING,2024-08-12,18.72,,90
1409,488,2023-11-29,40230,31081,CAR,CANCELLED,2023-12-06,17.97,Tonight laugh society try education.,45
1410,2096,2025-08-13,48103,19230,HOME,REJECTED,2025-09-08,21.31,Down source military allow public risk.,100
1411,2122,2024-01-23,13318,0,EDUCATION,REJECTED,2024-01-28,12.53,Toward modern four cause financial whether.,1
1412,2113,2025-08-05,6172,0,PERSONAL,PENDING,2025-08-18,21.75,,63
1413,2088,2024-12-23,8342,0,HOME,CANCELLED,2025-01-21,7.12,,34
1414,595,2023-08-22,43916,21683,CAR,PENDING,2023-09-09,19.32,,67
1415,2458,2022-02-25,15600,10958,CAR,REJECTED,2022-03-08,9.34,Stock phone argue product.,76
1416,2675,2023-07-30,3382,0,PERSONAL,APPROVED,2023-08-27,6.74,Daughter law understand crime your hospital.,42
1417,697,2022-09-14,26422,20361,CAR,CANCELLED,2022-09-16,23.82,Class daughter blood law school reach.,21
1418,2452,2024-08-19,3868,15468,BUSINESS,REJECTED,2024-09-14,9.95,,77
1419,1620,2025-07-26,12781,4127,PERSONAL,REJECTED,2025-08-06,12.89,,88
1420,691,2023-09-21,12379,27680,CAR,APPROVED,2023-10-02,19.77,,95
1421,2381,2025-02-04,46542,29936,MEDICAL,CANCELLED,2025-02-20,10.72,,61
1422,1494,2023-01-31,8607,38030,CAR,REJECTED,2023-02-25,25.0,,97
1423,2357,2022-11-13,12776,0,PERSONAL,APPROVED,2022-11-25,20.66,,49
1424,2098,2021-09-17,35185,0,HOME,APPROVED,2021-09-20,17.73,,3
1425,375,2025-08-10,38118,49073,BUSINESS,REJECTED,2025-08-15,13.93,,19
1426,676,2021-08-08,37647,36017,CAR,CANCELLED,2021-08-19,13.55,Hundred support model voice business director board.,41
1427,2339,2025-10-19,8124,23530,CAR,APPROVED,2025-10-25,19.19,Black factor worry add machine traditional let spring.,13
1428,1375,2023-03-20,16894,18462,HOME,PENDING,2023-03-29,18.47,Choice everyone ability town college.,83
1429,1526,2024-12-14,33552,33431,MEDICAL,REJECTED,2025-01-13,16.15,,9
1430,2834,2024-06-06,49508,12725,EDUCATION,PENDING,2024-06-29,7.67,Article yourself international rich.,10
1431,1387,2025-03-01,14968,423,PERSONAL,APPROVED,2025-03-24,7.05,,97
1432,969,2025-09-22,11997,0,HOME,APPROVED,2025-10-06,18.66,,56
1433,2383,2023-07-27,1304,29285,MEDICAL,REJECTED,2023-07-31,16.7,,57
1434,2722,2023-03-21,37160,42498,BUSINESS,APPROVED,2023-03-28,9.73,,89
1435,472,2025-10-31,32553,0,EDUCATION,APPROVED,2025-11-14,5.37,Need can wonder security community fire.,39
1436,1075,2022-10-09,2022,0,CAR,PENDING,2022-10-23,17.18,Over probably whether create.,6
1437,2849,2024-10-09,48901,0,HOME,CANCELLED,2024-10-17,20.26,,56
1438,1415,2025-08-20,20360,45806,BUSINESS,PENDING,2025-09-18,11.32,Today hope too official cover that wonder.,96
1439,1749,2024-08-01,17827,17354,CAR,CANCELLED,2024-08-29,19.92,,70
1440,998,2021-07-21,35595,0,HOME,PENDING,2021-08-15,13.89,,79
1441,1655,2024-03-10,18632,0,CAR,PENDING,2024-03-15,9.13,,50
1442,2147,2024-06-27,14541,0,HOME,REJECTED,2024-07-09,16.58,,87
1443,612,2023-10-31,22650,0,EDUCATION,APPROVED,2023-11-26,17.27,,46
1444,167,2024-09-01,48030,15346,BUSINESS,CANCELLED,2024-09-03,22.95,,39
1445,996,2025-05-08,28463,2878,PERSONAL,REJECTED,2025-05-29,18.29,,54
1446,1855,2023-08-22,25736,23449,EDUCATION,REJECTED,2023-09-04,10.71,,36
1447,2241,2025-02-13,21460,39264,EDUCATION,PENDING,2025-03-13,21.2,Federal story us eye write ten beyond left.,100
1448,2582,2023-04-05,28936,13811,EDUCATION,APPROVED,2023-04-20,8.46,,100
1449,1028,2022-09-25,49427,15014,CAR,PENDING,2022-10-10,23.53,,22
1450,1745,2024-11-07,13549,25549,CAR,REJECTED,2024-11-20,18.17,,67
1451,1161,2023-01-10,21187,11793,HOME,CANCELLED,2023-01-18,13.9,Manage glass to sport skin hand.,24
1452,279,2023-07-18,14675,41893,EDUCATION,APPROVED,2023-07-24,12.58,Return ask store send.,85
1453,901,2025-10-02,20615,32817,MEDICAL,APPROVED,2025-10-15,12.5,Cup government condition trip reason join.,93
1454,1953,2025-01-18,40808,2751,CAR,PENDING,2025-01-25,23.19,,67
1455,541,2025-05-03,35842,20717,PERSONAL,APPROVED,2025-05-10,18.88,,60
1456,2355,2025-06-27,4173,10544,CAR,CANCELLED,2025-07-07,19.63,Chair red see party.,68
1457,1481,2025-05-04,16198,5152,PERSONAL,APPROVED,2025-05-11,6.09,,79
1458,2733,2025-10-10,49166,32461,BUSINESS,CANCELLED,2025-10-23,20.24,Team change southern pretty TV bad.,69
1459,2698,2023-12-04,43851,28357,HOME,PENDING,2023-12-30,9.02,Through activity them born.,32
1460,1643,2024-05-20,41889,28896,MEDICAL,APPROVED,2024-06-19,21.82,,16
1461,1331,2025-07-09,44632,0,CAR,PENDING,2025-07-21,11.61,,13
1462,131,2025-01-29,3848,0,MEDICAL,CANCELLED,2025-02-10,16.31,Language war attorney effort.,91
1463,284,2025-07-26,23363,0,CAR,CANCELLED,2025-07-31,11.72,,90
1464,419,2023-05-11,41480,43510,MEDICAL,PENDING,2023-05-21,12.04,,35
1465,1144,2024-04-09,49611,959,CAR,REJECTED,2024-04-11,24.85,,39
1466,1926,2025-08-07,48524,26847,EDUCATION,APPROVED,2025-08-23,19.88,Writer believe perhaps wait probably.,89
1467,590,2023-05-20,12935,49115,HOME,CANCELLED,2023-06-12,9.16,,24
1468,1195,2024-03-02,22940,48967,CAR,CANCELLED,2024-03-05,7.91,,23
1469,2368,2024-12-19,28660,2242,BUSINESS,REJECTED,2024-12-26,19.62,So officer now economy court.,52
1470,2033,2024-11-18,10311,25164,PERSONAL,CANCELLED,2024-12-17,12.13,Threat country trouble.,93
1471,1067,2022-08-07,40532,4059,BUSINESS,REJECTED,2022-08-27,17.76,,58
1472,2866,2025-09-13,24086,4492,CAR,REJECTED,2025-09-26,14.5,,92
1473,1940,2024-04-26,17623,31671,EDUCATION,CANCELLED,2024-05-12,12.15,,86
1474,1503,2025-10-20,44755,33667,CAR,PENDING,2025-10-27,5.67,,2
1475,66,2023-03-14,27421,0,MEDICAL,REJECTED,2023-04-09,24.84,Any simple tough law rise science idea.,87
1476,29,2023-12-21,17070,8544,BUSINESS,CANCELLED,2024-01-15,22.63,Job sister fill military my.,76
1477,2595,2025-06-07,11762,0,BUSINESS,PENDING,2025-06-23,11.67,Whom ago south purpose.,81
1478,1025,2025-07-07,13611,40152,BUSINESS,APPROVED,2025-07-21,20.56,,45
1479,2356,2025-01-13,41557,0,EDUCATION,APPROVED,2025-01-22,16.65,,71
1480,1945,2023-04-08,49588,19908,PERSONAL,REJECTED,2023-04-13,12.65,,97
1481,2375,2024-03-22,19095,0,EDUCATION,PENDING,2024-04-21,13.11,,74
1482,494,2025-01-14,17018,5044,PERSONAL,REJECTED,2025-02-08,20.76,,90
1483,621,2025-10-24,27077,0,MEDICAL,APPROVED,2025-11-02,13.46,,13
1484,460,2025-08-06,23061,49117,BUSINESS,CANCELLED,2025-08-10,15.89,Large if give beyond.,98
1485,129,2022-09-03,6197,0,CAR,CANCELLED,2022-10-01,24.63,,2
1486,398,2025-08-14,10016,18935,EDUCATION,PENDING,2025-08-28,21.12,,88
1487,1303,2025-04-07,40337,45026,BUSINESS,PENDING,2025-04-30,24.91,,90
1488,554,2025-05-09,29041,0,MEDICAL,PENDING,2025-05-30,11.9,,17
1489,980,2025-10-14,44314,0,CAR,PENDING,2025-10-22,19.24,,10
1490,1250,2025-03-09,18978,28359,CAR,REJECTED,2025-03-15,20.88,But true explain career term standard.,1
1491,381,2025-05-15,1986,0,EDUCATION,CANCELLED,2025-05-17,13.08,,35
1492,146,2025-10-10,13663,36115,EDUCATION,APPROVED,2025-11-05,13.12,,73
1493,473,2025-07-25,45982,0,MEDICAL,APPROVED,2025-08-17,23.11,,82
